Person ID,Gender,Weight
7234,Female,140.322403280307
2680,Male,175.571312856724
4314,Male,167.670428882281
3007,Male,187.289802156572
5953,Female,163.344631708686
8855,Female,127.015226079973
486,Male,196.14550620845
3058,Male,170.712229694375
6473,Female,129.272667510002
4379,Male,184.644156760949
6693,Female,124.765437960402
3543,Male,209.748798893372
4007,Male,173.127460636371
7042,Female,145.615016741257
4174,Male,219.8576104612
4292,Male,172.781824110699
6439,Female,150.433688847781
2870,Male,186.42541956267
9457,Female,139.849700712198
4147,Male,164.723130530328
7247,Female,106.066862474914
6540,Female,134.620920196678
4336,Male,166.832798718981
9347,Female,140.49428401929
5026,Female,84.8721236452797
7848,Female,126.703963339534
5984,Female,106.969691988335
6959,Female,168.546457720601
6795,Female,128.923343708277
4787,Male,182.808731549851
7057,Female,132.960485399147
5244,Female,149.761885603035
414,Male,189.742541903603
7658,Female,94.9448343436297
1201,Male,172.515530483668
4378,Male,173.995006760975
363,Male,183.681029038066
2266,Male,200.356641747284
2485,Male,174.355752142735
7862,Female,161.894007812839
4328,Male,168.685986420117
3615,Male,228.749628076241
6731,Female,126.614512830558
6621,Female,132.337077539733
8132,Female,154.765647291697
3212,Male,189.42507247224
3902,Male,229.294745824706
1582,Male,187.40360054541
5646,Female,143.679072724016
5709,Female,115.175752886687
4653,Male,200.566659110968
5235,Female,129.189009965093
8811,Female,117.279214153506
3900,Male,201.2655905099
5525,Female,96.4221710048584
7875,Female,139.049718412001
4327,Male,193.041363498725
7992,Female,131.336443521465
1023,Male,210.223500594746
668,Male,189.707398780834
9340,Female,161.015198766528
2514,Male,202.910599271068
9197,Female,131.679311149158
5810,Female,175.134535138437
2967,Male,187.779075398895
7641,Female,162.907242925103
6757,Female,142.122820700552
2233,Male,186.582536426182
2655,Male,183.171527834575
1622,Male,206.41441183225
4166,Male,199.06839753
3722,Male,194.974115927247
3271,Male,182.676041653178
3517,Male,146.045528108168
2718,Male,171.725456845952
241,Male,172.839809078093
424,Male,176.376642766115
947,Male,178.300196634959
6449,Female,153.646201172092
8989,Female,146.622209757364
2221,Male,165.60449044599
3008,Male,175.602707870081
6410,Female,162.244457456505
7010,Female,144.489626342583
2968,Male,205.479367857883
7675,Female,125.448543149665
2547,Male,176.485090451344
452,Male,176.731892478922
2525,Male,158.113339678303
8849,Female,172.691881260367
7570,Female,143.888330008059
159,Male,185.467788373205
1549,Male,183.637283815726
3744,Male,201.866648524126
1862,Male,195.543444952148
7835,Female,143.253878067555
938,Male,164.77147535216
1742,Male,183.557049016817
6899,Female,139.745985788187
9160,Female,128.052130974831
5036,Female,132.282977854988
2218,Male,176.085424269687
3749,Male,212.435238249859
582,Male,182.795494321816
8787,Female,103.597987352546
714,Male,181.723193180931
5258,Female,131.1821481418
4546,Male,198.955946204012
9568,Female,126.355405632671
6140,Female,120.409350956552
1852,Male,211.561669771946
9481,Female,154.362795395461
3469,Male,227.824915619996
2749,Male,175.44506336193
4693,Male,195.176476367972
4903,Male,192.683061466135
9567,Female,127.652680111666
6751,Female,144.440138600963
6039,Female,117.010256885193
873,Male,143.347565498203
599,Male,215.858233901414
450,Male,177.119160725399
1058,Male,203.258375100339
3043,Male,191.920727299067
9692,Female,164.928049461919
9828,Female,150.485298076258
1270,Male,190.390382444733
8598,Female,121.794344142296
9927,Female,154.566870720544
2803,Male,176.479343050833
9448,Female,106.268782884885
1266,Male,173.355927890825
4000,Male,178.085844481126
3998,Male,179.664958614565
3711,Male,181.614111128035
2983,Male,191.007761650311
3372,Male,178.915940089694
919,Male,193.429989763484
2372,Male,182.832196917338
3474,Male,152.756689897132
5353,Female,154.947305136066
8389,Female,167.738696686611
2688,Male,186.451542800869
9358,Female,168.069334051731
2112,Male,189.936249102177
7990,Female,158.466963199327
8308,Female,152.079450824902
1261,Male,165.499806679614
3511,Male,191.608447395941
867,Male,208.068199264981
4982,Male,188.855205531895
3254,Male,183.280806712051
214,Male,172.57523095707
5091,Female,107.23544334682
4646,Male,189.146861384614
5321,Female,117.622643059512
5464,Female,161.098982098272
9397,Female,146.203090037089
5102,Female,126.816039038744
3525,Male,205.575284102209
3521,Male,173.554645118575
4494,Male,165.54268995694
4037,Male,165.028012640068
6134,Female,161.99138563683
8625,Female,162.930817337045
9931,Female,130.917233923371
3973,Male,181.206639603027
3307,Male,210.270568536018
2046,Male,171.561906872241
9574,Female,154.857522823554
616,Male,188.453759671202
4534,Male,181.173558781912
8207,Female,175.292753048247
3759,Male,149.333894318918
6452,Female,133.451352646078
7696,Female,163.573336356195
9614,Female,145.172309314167
7287,Female,138.311322814244
7416,Female,137.899014653914
1093,Male,172.775162679409
4363,Male,222.034564699976
9823,Female,131.917325200292
3463,Male,176.309573680082
6048,Female,98.869252929314
8730,Female,133.39498275758
2300,Male,156.460632901291
7264,Female,145.987786783849
9052,Female,131.687999214627
5109,Female,137.534164326015
8480,Female,112.267300513754
1369,Male,177.256999087197
869,Male,187.42389642109
5356,Female,126.373784882524
3397,Male,184.340747253979
3800,Male,210.267888499549
6276,Female,127.841812513999
5330,Female,143.840839802554
3033,Male,164.295440778111
8566,Female,120.466153190048
5877,Female,145.625184197326
2837,Male,177.03190666383
9119,Female,172.574370078926
4220,Male,177.403382388963
9471,Female,126.515655307694
7228,Female,168.626296087776
823,Male,202.262074138673
1048,Male,200.684159640694
9385,Female,144.534727038643
4125,Male,164.33013320538
7867,Female,121.502890813827
6734,Female,145.979477385155
4685,Male,180.737760655285
776,Male,209.587800507552
1749,Male,212.826348541347
1444,Male,194.18044459866
8193,Female,145.794374092131
5261,Female,129.822383356382
8463,Female,152.416198216735
3835,Male,191.946488427172
6672,Female,140.45794140883
3597,Male,213.143153783936
618,Male,196.5523243152
6887,Female,132.733781507518
6326,Female,146.891576814818
3410,Male,195.42111622529
4510,Male,182.942292479785
1757,Male,178.620033231448
7763,Female,151.211971866353
9346,Female,132.513944108924
1239,Male,189.626283044298
7786,Female,128.234428310996
5672,Female,142.45112203971
3284,Male,196.560307688201
5761,Female,163.667183228395
3784,Male,199.681981039903
5888,Female,150.560675298113
5144,Female,163.561500746848
1647,Male,190.132725436454
8746,Female,148.396904766621
8615,Female,98.1827929074567
5952,Female,145.540189733852
7488,Female,158.561787786185
96,Male,193.094163543063
6115,Female,142.8662451512
195,Male,208.474865890573
4245,Male,146.683845559696
5391,Female,144.906207413141
2368,Male,185.021223481928
8763,Female,119.992575500218
438,Male,169.544805445436
7811,Female,131.700238301874
986,Male,188.625911160118
7367,Female,95.933285537061
7291,Female,145.139481166407
1125,Male,187.258692333223
9790,Female,138.056157131942
4057,Male,210.325952008248
1902,Male,135.544201374823
5658,Female,142.726785943638
6569,Female,111.576860831724
4749,Male,183.078953381949
2311,Male,202.268277404949
4341,Male,207.459681732912
4,Male,206.349800623871
5722,Female,147.304044263115
6847,Female,122.221535113172
3202,Male,138.092635852909
5257,Female,117.388948978733
1963,Male,182.30909810641
7185,Female,162.561183574085
1617,Male,184.929293121148
4779,Male,177.988816163596
2457,Male,209.281454445367
9770,Female,111.454582060076
2999,Male,157.413147081601
8619,Female,135.272743229695
2593,Male,155.137550948868
3625,Male,210.210137233834
5328,Female,128.446414954298
5822,Female,121.200849225363
8005,Female,129.521854503371
2193,Male,193.769780239924
862,Male,190.461776758205
2788,Male,169.936600992961
7828,Female,117.4977572377
9963,Female,140.024792390255
4564,Male,178.461168551695
4417,Male,223.46474685252
3510,Male,185.895287293008
6663,Female,145.217177513931
8965,Female,130.596009236314
9668,Female,108.143759169341
5697,Female,137.164879397097
4199,Male,165.701730944036
8184,Female,142.264983122025
5402,Female,142.503455243134
7511,Female,159.590702407731
7049,Female,130.629367670644
4401,Male,195.391862159653
6261,Female,118.481624096983
1663,Male,188.529396626822
8428,Female,126.026720884472
5318,Female,117.196783823799
1195,Male,177.952382199355
4223,Male,226.892153616578
8321,Female,138.471776884101
3059,Male,136.668509038573
6940,Female,137.053633683289
91,Male,181.011973240364
1967,Male,190.849070077584
5637,Female,134.416769094881
3114,Male,207.693089133366
7558,Female,125.01823288843
1635,Male,209.94876840802
8475,Female,159.24380154288
1665,Male,178.851348335504
7485,Female,134.991464818202
3191,Male,188.844172398325
2084,Male,189.249206322568
2444,Male,190.818100843512
4043,Male,206.60343384624
8501,Female,145.896325083948
6041,Female,102.696974533694
4085,Male,205.465481239682
605,Male,223.945670277953
6376,Female,110.921330982054
1168,Male,159.60544414841
9405,Female,146.865810204028
5664,Female,143.998415428368
4746,Male,176.642421881176
8492,Female,151.275532926064
355,Male,216.097454719831
2396,Male,179.704410058826
4173,Male,187.506566365527
2276,Male,187.288478865185
364,Male,170.305493490476
7569,Female,167.449994857398
7317,Female,145.098144824548
2722,Male,205.473091074701
1416,Male,199.807846405863
5507,Female,173.532518008275
7592,Female,144.768076577208
7607,Female,154.340405321502
4102,Male,229.639861491959
9938,Female,120.515886673744
2562,Male,204.564479012419
8415,Female,118.037046036155
2245,Male,180.056549443701
5030,Female,140.266700393455
7371,Female,153.264188181073
6850,Female,132.366492127765
7562,Female,130.291661305178
8439,Female,162.676838002028
9541,Female,129.00507236405
435,Male,187.5174420175
6231,Female,128.269264728816
4191,Male,182.163561701064
3246,Male,206.600442166756
7559,Female,113.046437988713
7451,Female,162.552096632184
885,Male,179.662496461814
2641,Male,159.936436035272
5967,Female,136.181916612555
2030,Male,213.509492257167
1159,Male,200.286508731924
6464,Female,138.230234010648
7782,Female,140.159026447613
7151,Female,117.440810971778
455,Male,186.737995548307
4556,Male,186.879192802052
626,Male,168.299537977425
8856,Female,144.747237270206
9209,Female,130.863830035322
1186,Male,191.363774717338
8358,Female,118.201971175305
4407,Male,154.935691951312
8802,Female,98.7603818570737
94,Male,164.974580682475
6617,Female,134.546663725556
1975,Male,203.369881581884
1176,Male,194.120844891984
3809,Male,183.239355850447
1814,Male,174.336609988285
4484,Male,181.371723130548
235,Male,198.460248600108
2875,Male,192.368777166558
834,Male,203.844791576438
3561,Male,173.263974263402
1623,Male,156.579802693243
8370,Female,124.43440682698
2815,Male,203.49368734225
3323,Male,140.804101695825
2228,Male,166.776837931805
2211,Male,178.106266737452
558,Male,220.436786379453
7555,Female,101.132359099954
4631,Male,175.634877438213
3572,Male,178.209301402565
9465,Female,110.459106068582
3038,Male,183.581658567534
7571,Female,148.490398568957
1884,Male,218.711326951769
3844,Male,224.30507917013
1605,Male,178.488156967759
1268,Male,170.077766470185
3274,Male,182.62172982373
371,Male,178.882633665742
9687,Female,162.594722245922
993,Male,171.321216279214
5814,Female,126.689845437587
2425,Male,198.696298551089
1354,Male,200.074044483172
2781,Male,195.971476927673
4544,Male,201.625724652623
6470,Female,156.362511063534
5063,Female,141.427450563345
5097,Female,112.001861732583
7620,Female,135.846193989745
1833,Male,166.680607855786
6724,Female,132.864068200096
8239,Female,123.983910994488
7459,Female,134.615343855474
3226,Male,195.146306947524
6903,Female,133.322581360073
1944,Male,171.350323500254
2587,Male,173.196265684568
7176,Female,103.026622174333
6715,Female,143.296387880775
263,Male,231.130189759308
4557,Male,159.104753561143
4397,Male,156.544812316039
8242,Female,101.173339432368
1986,Male,227.945247678575
3248,Male,177.372815267237
9677,Female,137.388288046594
1698,Male,191.709066845333
6394,Female,126.834671797464
5174,Female,150.09645481229
1320,Male,176.904595990082
1730,Male,217.18974145849
9330,Female,131.856912229764
6315,Female,111.080658285661
7532,Female,99.331383442546
2166,Male,200.584185743067
9836,Female,158.21286082543
1645,Male,180.294820634159
3056,Male,192.015678647341
3868,Male,187.46816242593
7187,Female,149.581804645982
9142,Female,126.508145542036
1713,Male,172.30039050559
5083,Female,116.904871470824
95,Male,165.717112190107
2149,Male,149.5671682469
1604,Male,188.951474114366
953,Male,203.135759560563
9354,Female,130.507734302454
4827,Male,170.062794097362
5223,Female,141.735675802085
8226,Female,131.70077077779
3251,Male,159.08886542681
5253,Female,144.817907648842
7978,Female,141.276705100823
5243,Female,119.146173612437
2341,Male,138.654827915664
7761,Female,122.998261577229
9384,Female,124.843320974197
581,Male,157.119544459453
6626,Female,130.090964169807
1907,Male,207.864317298
9868,Female,134.633349355457
5548,Female,149.660186416663
3707,Male,202.539217686743
203,Male,158.579397323387
1978,Male,188.37574625345
3746,Male,183.245915338138
4756,Male,163.672480582963
5785,Female,106.138265858869
667,Male,196.949506368912
3541,Male,219.709084885449
4688,Male,175.338659816857
33,Male,205.183621341371
8952,Female,114.160340644139
3531,Male,230.43823669816
5754,Female,132.98838873545
8392,Female,144.939430491863
8754,Female,131.736779060302
3689,Male,179.252581891644
8798,Female,124.512003036883
9548,Female,163.490831665133
8521,Female,153.436480930468
2427,Male,175.159200203876
6668,Female,160.292250557623
4726,Male,213.239108590857
5941,Female,102.918033517196
1252,Male,179.231624200043
1971,Male,174.724534344994
5897,Female,143.043457846382
1863,Male,183.647248251892
2954,Male,178.173833179945
4618,Male,182.28370589774
6820,Female,124.292191869965
8333,Female,147.049381685417
9190,Female,125.025052179427
3712,Male,209.216320943032
3604,Male,185.131222853729
5717,Female,158.172355213959
1068,Male,181.938176062062
6054,Female,138.124369185163
2741,Male,178.818827668585
4237,Male,187.725678368781
1411,Male,171.919035546331
4165,Male,180.490439873199
4914,Male,173.807418332666
3057,Male,200.147704905639
4549,Male,200.546570081206
6022,Female,146.832640146898
7059,Female,104.514575966614
2929,Male,182.85621286571
654,Male,170.03718625117
2589,Male,194.901770200233
1160,Male,158.435205191034
2773,Male,175.624619753943
1801,Male,164.988985581497
20,Male,174.115929081393
546,Male,195.218639696094
2337,Male,192.466355504937
6642,Female,157.71529950187
9058,Female,101.979923512805
4211,Male,170.046480059318
1282,Male,215.293495258098
330,Male,215.620035427178
7404,Female,138.940035758568
8570,Female,128.721102972444
5178,Female,141.575300322436
3267,Male,157.69050156762
7718,Female,165.83000804778
5187,Female,112.9355905576
7041,Female,108.438995490801
5076,Female,156.163126863795
5850,Female,154.785882837839
7495,Female,152.482610299665
9689,Female,143.806592511204
2223,Male,173.058822994667
6764,Female,142.92416685943
2611,Male,156.865743203845
3698,Male,178.336603552245
3649,Male,181.219880202299
5031,Female,108.290104228827
7140,Female,139.169260550047
6984,Female,119.452016573893
5587,Female,142.895625913257
9081,Female,139.927593430327
8481,Female,135.814923850623
6316,Female,124.267588126539
2825,Male,178.073055063128
334,Male,188.181124848229
2786,Male,189.838617717709
4902,Male,182.198405909344
7322,Female,105.146363088167
4952,Male,199.173600442789
3068,Male,191.995692788387
3939,Male,199.82928211617
9509,Female,90.1854056497334
7326,Female,139.277280224493
3969,Male,200.991476274266
7908,Female,165.354677900647
7531,Female,91.5460043757612
7888,Female,112.734337675452
2449,Male,198.772190696892
2608,Male,207.710756876508
8904,Female,112.327629499251
7302,Female,124.410835543093
3408,Male,183.743104831437
5957,Female,141.291784270822
3913,Male,171.528338387337
6402,Female,120.382573166409
1009,Male,167.910728878334
6717,Female,137.874573591315
4909,Male,192.078251235246
3221,Male,159.076587711134
2395,Male,213.736135894646
8926,Female,137.597067048918
2351,Male,174.498555669522
8582,Female,128.598972976927
1932,Male,181.936701352328
8183,Female,106.001349204059
4095,Male,197.605874735158
4763,Male,174.25868297163
6920,Female,151.462245088581
9396,Female,145.433881581854
7280,Female,112.507011538138
3420,Male,172.808129352515
4222,Male,194.350108768264
9582,Female,123.263809871912
9732,Female,138.439090326543
6891,Female,126.381659570671
8837,Female,133.456592260286
9226,Female,121.561150127447
6979,Female,137.43164487291
8726,Female,143.93299894075
8255,Female,131.81313786382
7173,Female,150.33879365403
2673,Male,211.041211202106
9516,Female,139.195593489926
1514,Male,197.417014408726
1962,Male,172.065221180016
2404,Male,184.988497969991
9876,Female,165.960592264492
5815,Female,126.293962316978
6769,Female,166.937120481574
437,Male,175.219518795655
3549,Male,213.697373670434
1900,Male,192.451676424637
9477,Female,142.139623405584
3499,Male,144.277671090823
9607,Female,126.474528182468
3975,Male,210.054856010528
3376,Male,148.386418452028
2373,Male,155.763813806818
2330,Male,162.017030191035
9691,Female,115.2247962515
8495,Female,170.85531975072
4388,Male,201.713032391986
1274,Male,185.916021451773
5014,Female,98.1926209281421
9683,Female,146.259558415089
9138,Female,137.811370151255
1746,Male,191.830234706788
6287,Female,117.955518204098
5405,Female,142.161396233841
7079,Female,117.133586874945
9933,Female,147.191477088067
3596,Male,224.935328570726
2520,Male,160.193763825116
923,Male,178.184817464393
3671,Male,182.241531585206
4066,Male,177.573446455673
5666,Female,164.395261722055
1909,Male,185.646596436309
9788,Female,160.240878588095
5170,Female,138.839939938552
8884,Female,149.566531244928
6075,Female,148.206743267389
1691,Male,174.552344065815
5986,Female,119.789782668783
281,Male,197.737905022318
5104,Female,134.417291950693
9598,Female,139.604219139648
8766,Female,166.711653627491
9412,Female,153.280480607347
3497,Male,210.198844900926
4630,Male,168.824926999625
1831,Male,178.453013433888
7735,Female,151.605507508392
7905,Female,107.829003624626
6977,Female,157.524368370239
4259,Male,162.484866133794
6152,Female,140.883834629129
9014,Female,137.747980045506
5705,Female,165.352733012123
1287,Male,189.617453817508
4294,Male,202.671539299672
264,Male,186.258429614423
4925,Male,194.230427615346
4215,Male,207.79614411703
8153,Female,161.143613146957
2090,Male,180.358843274719
7563,Female,126.162458344502
7284,Female,155.278109304186
5158,Female,157.829151800939
5231,Female,131.339756031349
422,Male,186.78033784958
7695,Female,165.808363945837
1402,Male,204.418731071108
2273,Male,209.260758499741
2694,Male,160.063501695535
6477,Female,139.315165978067
2965,Male,200.24247867568
3682,Male,164.893570410268
9331,Female,149.256016020111
8567,Female,151.685821506122
5524,Female,115.476812840551
514,Male,188.595023951021
3327,Male,211.166267656408
8579,Female,151.715241934626
8100,Female,126.633052479505
3180,Male,161.809544775425
1371,Male,211.36082658207
9507,Female,106.854116572758
5310,Female,133.875237869795
2015,Male,176.447504294775
8992,Female,123.946904256746
5901,Female,167.686231738308
6175,Female,165.064970123921
9540,Female,136.495860337319
7691,Female,114.74094474661
3063,Male,181.674739027445
8764,Female,121.094631098394
335,Male,179.542017143198
5201,Female,148.984312804607
9143,Female,151.938684617565
1946,Male,199.382880743295
500,Male,208.781853387475
3286,Male,156.881099578167
5554,Female,121.008872902635
5427,Female,129.372212442842
7020,Female,122.538528152337
3489,Male,190.554244038064
2174,Male,197.692756439348
7521,Female,132.240797320596
5470,Female,140.27283435912
3855,Male,205.695751278621
9273,Female,151.442531232569
7552,Female,107.723538064984
3090,Male,240.8517285055
4584,Male,156.097266729178
8429,Female,155.530713879534
7104,Female,120.940202299242
8388,Female,133.601933044652
9348,Female,120.993659106835
6905,Female,136.64273970365
2666,Male,190.860975190272
2642,Male,205.703629131647
6817,Female,170.025642721664
5937,Female,128.344592012362
9667,Female,104.850596393218
9460,Female,140.204396484321
202,Male,224.12427132956
4357,Male,225.564077060447
9404,Female,133.177228811034
3119,Male,162.291215156799
5989,Female,125.10433577766
8148,Female,154.655272563838
5758,Female,158.81750239703
4204,Male,152.801310681396
5729,Female,152.936623367452
7480,Female,124.679149901128
6519,Female,154.406373277828
7818,Female,172.395015493044
1267,Male,171.292975369886
2132,Male,166.40188621771
8283,Female,163.584236174247
8948,Female,156.890753383091
2624,Male,165.979417261085
6996,Female,157.293742488265
9506,Female,127.808693963562
5771,Female,152.410698939111
8681,Female,116.423510279721
1981,Male,229.094316921744
630,Male,197.756770319413
4145,Male,195.526568621515
8470,Female,141.910054303157
8089,Female,121.095961361193
354,Male,170.191325429211
9642,Female,179.019157511712
4836,Male,213.457232614393
8437,Female,111.65734041017
785,Male,197.358760710745
774,Male,185.454007229585
3128,Male,194.450557167277
8222,Female,121.187253815547
5157,Female,141.885129657558
1373,Male,192.059873564602
4781,Male,179.723488430778
5647,Female,122.551131346505
407,Male,218.58633639737
5951,Female,142.887379341998
6625,Female,108.121968520277
530,Male,179.132024597883
8609,Female,149.81288156909
4118,Male,215.062268826601
1595,Male,216.34113010094
3513,Male,183.540569026173
7772,Female,143.373077174593
444,Male,170.417231213329
6527,Female,149.947046307033
3148,Male,219.026140872277
1994,Male,151.131314398232
5084,Female,139.552814769724
448,Male,161.013145838894
4317,Male,212.289297441882
9897,Female,123.223480423172
5462,Female,93.876437404092
5950,Female,142.639641930986
6978,Female,101.097499662153
607,Male,207.194647294605
7879,Female,176.83294692253
6659,Female,168.944931014248
1313,Male,190.416503573136
552,Male,195.626319057537
1807,Male,183.438337284452
5494,Female,144.049387433744
5747,Female,158.096183401911
8273,Female,131.26440154762
3074,Male,185.540118616566
4596,Male,205.21692179189
1116,Male,202.609274682145
7957,Female,146.692797807448
1069,Male,164.117030445541
8575,Female,153.024271753804
9111,Female,143.07222337068
4354,Male,180.889582602943
2323,Male,192.887289170862
8690,Female,131.794463059161
973,Male,188.5940922367
3232,Male,198.550575484524
9092,Female,106.012216406315
5370,Female,154.39341744984
2012,Male,197.616787760036
9833,Female,138.625371164627
2055,Male,214.225885559486
3179,Male,216.402264467345
332,Male,185.042324084993
6970,Female,175.9928612072
5977,Female,107.322245909936
7298,Female,142.999379460173
2326,Male,231.347400923535
7433,Female,167.999553483597
2401,Male,227.277965379289
4433,Male,167.541952036877
9115,Female,156.234461922087
7945,Female,156.372717631145
595,Male,174.81534851306
9180,Female,181.316223363095
6293,Female,120.673464017242
6201,Female,152.120566956733
3774,Male,227.010084050185
6450,Female,116.605800703524
3097,Male,178.30051279643
3795,Male,182.093279408494
7198,Female,126.796977867036
7162,Female,177.969532057211
1091,Male,200.701730727388
3450,Male,230.987021605729
2816,Male,187.346637246704
2501,Male,165.784742409677
5426,Female,100.540042842024
1437,Male,171.34574590784
49,Male,211.34249681964
3659,Male,196.541177490601
959,Male,166.37125799811
5892,Female,128.732390202663
2658,Male,213.683943406133
318,Male,223.514722344292
218,Male,212.626102288605
2610,Male,172.515038867338
1326,Male,186.229238409764
7954,Female,135.78273838376
516,Male,182.852399097347
9195,Female,112.372841814313
8525,Female,160.493872050002
6428,Female,116.76184034426
148,Male,159.390323744187
1408,Male,199.46931903045
5143,Female,161.16470918417
5838,Female,136.976951830596
9011,Female,166.919445583037
8084,Female,156.684621332745
7941,Female,137.927244252758
6055,Female,149.078827195281
5535,Female,166.436635591387
8152,Female,128.486555886959
1646,Male,211.395638565135
797,Male,198.406733806725
7466,Female,133.590940892357
8440,Female,122.708789142191
8611,Female,129.615749421462
5812,Female,164.961351967609
436,Male,213.847452872237
658,Male,188.884096818794
317,Male,199.850920048803
5912,Female,149.33148734574
2249,Male,169.810674958778
9285,Female,64.700126712753
445,Male,216.633999687682
6406,Female,138.807700108306
9409,Female,120.520643947194
7594,Female,166.779502140496
46,Male,187.060552163801
5194,Female,134.395978725645
1798,Male,198.68502165998
4452,Male,193.094687490084
8010,Female,178.192346162115
6354,Female,153.570518323377
8988,Female,125.347847996218
9818,Female,154.288973534832
4274,Male,141.901777414332
6229,Female,119.05742546079
5121,Female,127.341819977669
197,Male,231.92474850911
4184,Male,192.329282181503
6830,Female,126.983076621141
3079,Male,215.258776030128
6529,Female,134.896117147254
4720,Male,211.627537668269
5799,Female,140.008238050349
7753,Female,181.592417163426
1081,Male,221.897619021438
8673,Female,101.232044530406
4955,Male,187.57605160974
6427,Female,162.550612450752
8641,Female,137.424657358474
9410,Female,145.350066853016
1894,Male,206.100367221865
125,Male,201.883998700574
8459,Female,132.522516142785
4974,Male,174.198289239276
5029,Female,124.603940620149
3459,Male,167.176045050284
5617,Female,134.749660807651
4601,Male,177.056515488706
82,Male,237.916735863185
3860,Male,188.787360865428
2876,Male,224.603654842262
1071,Male,178.175369775758
3468,Male,179.774158162484
6876,Female,132.008180674873
4005,Male,221.431073291153
8445,Female,140.376335631349
8655,Female,168.24563011951
8423,Female,108.798198942463
7529,Female,138.869504184458
2594,Male,171.975039175074
5390,Female,156.800503578845
9192,Female,163.992006546742
6803,Female,133.681868654585
1575,Male,203.488800960605
5564,Female,154.69673164677
2058,Male,183.543801407909
3771,Male,192.503206844985
3023,Male,211.460479807153
9612,Female,135.58739117816
631,Male,165.64328330518
3943,Male,189.841976070972
8578,Female,104.855761815701
4543,Male,216.149217729092
3583,Male,168.263672809496
7100,Female,162.598816648826
36,Male,197.488242598925
5196,Female,111.964092547299
1015,Male,188.311394125276
6112,Female,142.162552780834
821,Male,225.972218321773
7792,Female,141.214470246644
6009,Female,127.166576438328
2676,Male,175.648762705368
3071,Male,178.403969552575
8064,Female,159.448865470818
5297,Female,165.807872916003
2115,Male,167.301408606857
1487,Male,209.228853966766
3592,Male,186.035697036747
3258,Male,184.516687556543
2546,Male,174.347358666318
9528,Female,145.653808863046
1448,Male,185.259530616791
7611,Female,165.014955877164
3164,Male,167.912792643045
2165,Male,185.765866647311
2693,Male,176.417238785546
8347,Female,161.553910163254
4117,Male,170.704844471673
180,Male,181.056095285359
6999,Female,106.108275084455
3750,Male,198.182717865879
