Person ID,Gender,Height
8536,Female,62.6383155794665
1867,Male,66.3265967615466
4298,Male,62.605034873978
633,Male,73.4040585211468
7448,Female,66.8193480373946
9853,Female,66.117100052603
9213,Female,64.330794806462
7565,Female,66.4890743902074
9663,Female,64.6594037099422
4763,Male,65.3444634368326
9903,Female,66.7671973803215
5987,Female,62.2050376294717
9134,Female,62.8083311087128
4723,Male,66.7524196522147
7979,Female,63.2798351650377
1973,Male,66.8630397625652
2519,Male,73.0756565099108
9738,Female,63.7168086529781
4790,Male,73.9214285338255
104,Male,70.0758881952341
8638,Female,62.6079375086972
3399,Male,66.1937718059295
2063,Male,67.9681327760678
3012,Male,67.9427850880266
1292,Male,66.227479321589
9019,Female,64.8215744242023
9124,Female,63.9619943137321
1952,Male,70.1899992237606
2547,Male,67.4242401728615
2941,Male,71.9183019193573
6732,Female,59.3395680493698
3358,Male,71.3041757282943
2563,Male,70.8577943188606
1823,Male,64.3694533300218
3109,Male,66.6952963994548
9517,Female,62.3960049504189
7891,Female,65.7698582819322
2622,Male,70.2123516263216
5604,Female,68.2618555144814
5171,Female,60.9673174396153
5613,Female,62.064464782076
1370,Male,65.8542048098795
6521,Female,63.6415700937888
47,Male,72.1727091157973
2671,Male,66.3513311088302
7995,Female,58.1456527922555
7294,Female,54.8737275315254
8776,Female,60.5847210127074
486,Male,71.2091942237274
7193,Female,63.8041313556725
5728,Female,69.1192918242978
8021,Female,63.9781516864494
9730,Female,62.283855685373
2411,Male,70.616362867501
3896,Male,71.2302284629934
4101,Male,68.629930675173
5935,Female,61.3511138475123
7276,Female,67.1437307546759
3681,Male,68.7538937820144
2983,Male,71.0525589545229
764,Male,68.62688583476
5199,Female,64.2344698443578
5446,Female,66.4651840424592
1876,Male,68.6121161704564
9604,Female,65.0949321191981
9857,Female,64.1557293720552
2832,Male,67.5000671773765
6275,Female,65.2223895395911
5066,Female,69.6198060242191
5130,Female,64.5902856291067
98,Male,66.4712752615182
7791,Female,63.3471828156837
6246,Female,58.9640689917515
2348,Male,66.0442680742162
9991,Female,62.6366749337994
9540,Female,62.678695754791
9453,Female,60.8321708083984
3011,Male,69.3534266660166
1831,Male,68.089941436288
1703,Male,68.0245691600181
556,Male,71.9440105192761
6024,Female,66.3915957093158
4984,Male,70.2133754264451
1668,Male,69.2138739823169
3815,Male,67.9973152231026
222,Male,66.805849836748
2459,Male,70.8658154487942
3905,Male,71.3012228276606
6839,Female,59.8095342466238
1650,Male,67.7003580213677
7035,Female,67.1170914153179
8082,Female,62.0937349357015
8413,Female,61.1526182612024
5003,Female,64.4799974256081
42,Male,65.2703455240394
5714,Female,67.5170380601641
9321,Female,62.2342775418938
4701,Male,76.732446458109
7280,Female,64.1891453660802
2858,Male,63.3931588374683
9989,Female,60.9550842641814
1637,Male,73.0741805393995
8676,Female,64.6065771074767
2266,Male,71.1706116015316
3929,Male,66.116644596928
9343,Female,62.1913170949363
5539,Female,64.2980081681169
4182,Male,68.0415276766908
3761,Male,67.9643399635844
6909,Female,63.1920753912695
5152,Female,64.2992174382013
8492,Female,64.1528847776115
2650,Male,71.9109115778848
8523,Female,65.0369904342518
1048,Male,71.0641053823961
4441,Male,62.0280433365798
8368,Female,64.3112056122001
9087,Female,60.4571772005119
3271,Male,68.3382369019073
1635,Male,74.458497765373
5738,Female,68.469715400869
4470,Male,72.0372677997777
8005,Female,62.6308864211039
6568,Female,62.7748173963773
2220,Male,71.8937415683906
6483,Female,63.8819459330222
1685,Male,73.5073600149748
7416,Female,63.020298998632
4862,Male,70.534667254932
2614,Male,74.1178821587467
4626,Male,63.8650182456655
8261,Female,64.0631262042994
4930,Male,67.6374661865604
1110,Male,71.7514225465602
2127,Male,71.1034552596694
1634,Male,69.3780372604957
6815,Female,64.0607871527546
5842,Female,62.7559587583006
9229,Female,60.6352088047133
645,Male,74.8249453074994
5945,Female,62.2118424372008
7807,Female,62.4092643569429
3756,Male,66.9539016472247
7628,Female,60.7549137356756
2136,Male,67.6727948973452
3072,Male,66.3784113235918
4008,Male,73.9722780162461
3758,Male,68.55417937269
1310,Male,67.8477490629686
7739,Female,61.5766245673981
5124,Female,60.8155622040312
2139,Male,68.9635344504657
2120,Male,72.4351612302368
8671,Female,63.8448736694738
6109,Female,62.0998542419859
7988,Female,63.5713915886175
8479,Female,67.5391735256493
7642,Female,69.3236135696079
205,Male,63.4145871379546
448,Male,63.6725831540933
4107,Male,66.6382533135472
3705,Male,70.712415303207
9381,Female,61.3076798496563
3643,Male,70.2078017302564
7003,Female,58.1624630438929
3842,Male,62.7534911457975
1325,Male,75.7534457684558
184,Male,71.9358865828482
485,Male,69.9743008732506
5050,Female,65.0495202214884
7386,Female,62.8471579625354
8098,Female,62.0698514461539
4115,Male,65.334074935713
6043,Female,61.2575726538818
1820,Male,72.0566449899634
5283,Female,70.4354630538055
8724,Female,66.2129798828924
6448,Female,64.3933663699142
4457,Male,73.768660920017
2400,Male,69.8962171082176
8890,Female,63.9306868396469
3237,Male,68.419982758101
5030,Female,65.3113341377437
9247,Female,68.2064137818336
6001,Female,63.715969976713
5851,Female,60.1438688169522
4826,Male,73.5042593769053
9638,Female,63.6961354284311
4425,Male,73.8462248688545
7663,Female,60.941103031278
6537,Female,61.5119869103612
4731,Male,65.4524639642861
3732,Male,67.372491543083
8590,Female,63.4866809143913
3285,Male,78.5282104258694
7542,Female,65.152228436634
8550,Female,60.4839456506518
7885,Female,60.04233796306
119,Male,71.7057626011001
7432,Female,65.5694612084522
6778,Female,65.1769471193764
4300,Male,75.4236865563582
5399,Female,62.3961536333553
5856,Female,64.9641466246892
2338,Male,67.2855980659836
9429,Female,60.6381853617395
589,Male,67.138414139275
51,Male,70.1835498874837
7232,Female,67.2177194195441
9142,Female,61.1569800137384
8455,Female,58.1871410720517
1022,Male,70.0793233086792
1478,Male,68.6307965197387
2719,Male,65.629901787505
8522,Female,67.9536581615964
4827,Male,65.6736434092637
7282,Female,62.2648301015387
9587,Female,60.1442606088897
6746,Female,62.0641181848779
4661,Male,69.1531022926345
2869,Male,72.970282502345
5698,Female,63.7848705959536
9768,Female,65.6628785355328
7424,Female,62.8446674819454
7623,Female,68.0359068831341
8650,Female,58.3434842769827
2082,Male,71.5224187008527
6827,Female,64.0857388302738
136,Male,68.1397241925525
4794,Male,58.4069049317498
1185,Male,68.2379541853656
9948,Female,64.863385916734
9059,Female,69.3633891037202
3694,Male,71.4708610793986
9929,Female,59.5146782134889
3959,Male,68.8663022069334
4612,Male,63.5771768953184
9405,Female,68.2382955916389
5557,Female,58.9969439920839
3472,Male,65.5597541871199
1050,Male,70.4488743514707
1743,Male,68.6397698200344
5158,Female,64.9819782864878
4978,Male,68.3028391832953
457,Male,73.5622703667904
2035,Male,69.47030446666
68,Male,68.0993798003468
7224,Female,66.1921299825332
3209,Male,68.6889307087597
588,Male,65.6510895191431
1897,Male,70.9332502645594
2366,Male,70.2534009734233
4557,Male,65.1029348660786
2891,Male,69.3222239786402
5466,Female,60.5417796163516
7042,Female,63.395793315672
959,Male,66.5343065072948
4368,Male,69.1485331637724
9144,Female,63.3846629668299
8137,Female,67.7138727887894
1769,Male,69.9639120678988
6344,Female,66.3182407416543
9041,Female,61.52940407943
1174,Male,67.2771975309743
2309,Male,71.2535351070399
1058,Male,69.8015752287252
2321,Male,68.3125196930066
4712,Male,68.0889431093448
4385,Male,72.8712626131453
4793,Male,70.1423146566048
3059,Male,61.6111205420045
3954,Male,74.3504437288776
8959,Female,65.5169216303795
5853,Female,63.8227248654108
9973,Female,60.7370306123989
7656,Female,61.4392509056909
6797,Female,65.0256114310639
5973,Female,65.8710380337067
8844,Female,60.7239751565893
5927,Female,62.196274493421
196,Male,67.2533248158638
1960,Male,66.3209674766257
2474,Male,66.6837510636697
6963,Female,62.704790197731
4986,Male,71.6444188193627
4615,Male,65.4972624621934
8037,Female,64.4022813856534
334,Male,69.7448293316538
587,Male,70.5720017829453
9196,Female,63.6987477968444
2532,Male,67.5163696122937
9273,Female,65.078771662725
5597,Female,65.5488123192662
5873,Female,63.132339355837
585,Male,69.7505971518031
6691,Female,62.5074655865151
7888,Female,61.9919096861246
6936,Female,58.1260240211065
3261,Male,65.4558548230619
7696,Female,66.9866259232447
8225,Female,58.6709529702722
7938,Female,66.8584688683356
3175,Male,69.2206683275423
795,Male,72.3415887742695
3642,Male,69.9442505668457
5781,Female,64.7256018545135
4364,Male,70.7896983309274
6953,Female,60.7315426506603
5482,Female,64.3082114857892
9578,Female,69.416718012066
5779,Female,63.2632746056996
8356,Female,68.0702781629556
1200,Male,64.6866910596959
4859,Male,66.7307545541728
1396,Male,73.0632933432493
2732,Male,70.5970245232896
2334,Male,59.3806495599258
7445,Female,65.1453807924175
9126,Female,65.7420241203833
2304,Male,63.4724141868824
7551,Female,65.9496610162071
2909,Male,72.1177573565846
3894,Male,64.6185128824824
5876,Female,61.6664350850308
8291,Female,61.9537652783583
7401,Female,62.033045348303
1782,Male,67.8417923970019
4150,Male,68.0422060105184
8824,Female,62.8746296775041
9253,Female,64.9633125720389
1273,Male,72.390657222607
6635,Female,65.7379348720023
6153,Female,60.7181902703438
5623,Female,60.9011029650348
2628,Male,70.4157303970418
6883,Female,67.0708979448361
9373,Female,61.6473971688797
1740,Male,66.9163353055282
5179,Female,65.2743311062302
755,Male,70.2913541843552
7748,Female,64.9606364936735
3138,Male,73.4327364722673
766,Male,67.4532312427657
2669,Male,67.7183933664317
9186,Female,66.7509785948995
522,Male,68.9233366538642
6039,Female,63.1808638527067
3512,Male,69.7596380733157
2942,Male,72.0631803415622
7353,Female,63.9356970015143
2328,Male,67.3608239966572
2421,Male,64.572896855173
5455,Female,61.472110562733
8465,Female,69.1409455400443
7096,Female,65.9621872417718
7943,Female,64.6892164479027
9248,Female,64.553697571942
2514,Male,70.704093739471
3180,Male,64.0963255375646
8972,Female,64.0309570986433
6761,Female,67.4622860330137
4317,Male,69.326932139984
5652,Female,65.888565594617
1113,Male,70.0208093261174
4706,Male,68.511889336449
4656,Male,70.6024088402538
3032,Male,67.3185454961927
4206,Male,68.2807475988903
8526,Female,65.3490662269293
160,Male,64.3336481069845
6760,Female,65.204446002775
8806,Female,65.6559705788453
610,Male,73.301865746729
8958,Female,65.5674443443046
2999,Male,63.8615537584981
8058,Female,61.2998596590408
6711,Female,64.4085998547175
6709,Female,68.9916905873029
7550,Female,65.0224221134756
1082,Male,67.7337208766801
5477,Female,63.5802764717087
5635,Female,67.5558985148114
4193,Male,68.999607560707
6272,Female,65.5374631224154
6177,Female,58.8096536336339
8686,Female,63.7960323721127
6525,Female,58.596554530003
8373,Female,60.9809836860399
4146,Male,66.2262530887009
551,Male,60.6798174028202
1750,Male,74.6046680483172
5348,Female,66.4708459825994
8499,Female,66.0424876840815
4604,Male,66.9088342309804
3676,Male,70.2093824317211
7999,Female,61.3339346501339
382,Male,66.998289732799
7856,Female,72.2647482777197
3608,Male,72.5501873216986
2142,Male,66.7174217170206
7391,Female,63.5058944615779
5514,Female,60.5583547356878
3682,Male,67.0181793035546
4890,Male,66.4242479825577
7994,Female,66.1326052660284
3498,Male,73.9125491549722
6666,Female,66.6737836948828
5668,Female,64.5562119271014
2176,Male,69.1422729406844
3674,Male,65.2166963455988
331,Male,71.1979378222303
9474,Female,65.7814558043438
4649,Male,67.4289082159466
8115,Female,61.2790976384486
8013,Female,66.343351735392
4666,Male,68.4885098078028
9794,Female,63.7830427504241
3292,Male,66.0455071549084
5333,Female,61.7220786947145
2079,Male,68.6981752201033
7563,Female,62.5342300513089
4852,Male,66.7858035604488
584,Male,69.978940819921
4623,Male,70.8523785395008
3846,Male,65.2133918089393
1334,Male,68.3901087403571
4738,Male,67.2224674889485
2702,Male,64.5608284830163
262,Male,70.993143899047
6423,Female,63.1943426938051
6514,Female,68.554568155727
3196,Male,64.6394488390014
2550,Male,71.3313126649412
945,Male,69.5495105694549
2487,Male,73.0597785759867
3689,Male,66.2547135903433
4982,Male,69.484562922529
2224,Male,72.858079634616
9943,Female,62.1792003673392
8741,Female,60.4409610747129
6319,Female,64.493942764868
7944,Female,64.539260198594
3639,Male,72.4371503978542
2498,Male,68.7205292483486
9203,Female,63.6830828844946
4041,Male,66.6265193462048
9093,Female,60.8084236978284
9879,Female,61.8712411964785
1810,Male,68.3120637440907
430,Male,76.0270818630512
2877,Male,70.087753142143
9648,Female,65.0716653479706
6613,Female,62.6423654799376
8624,Female,67.520343353925
8622,Female,60.3303629008072
1398,Male,70.2522527350803
5829,Female,61.7189238838311
465,Male,71.0586333491432
8931,Female,63.4374354115474
3811,Male,65.976074968155
4630,Male,67.8902088460191
9467,Female,63.0605921361258
9322,Female,63.4435307306218
5279,Female,58.9871389352788
9268,Female,64.2098958758246
3451,Male,68.5781313106775
1573,Male,73.358436641133
8029,Female,63.292585316475
6942,Female,63.4229332047802
7776,Female,62.9416573504314
4120,Male,74.1613143798719
1879,Male,68.9395828813609
7473,Female,63.4764268326787
907,Male,68.8934176530557
8705,Female,66.6516180152475
6114,Female,61.1919833059315
1275,Male,67.104539992369
7854,Female,65.238506746658
6052,Female,63.0684183548493
8282,Female,64.3562088139533
5112,Female,65.7806082972014
4577,Male,73.166638105566
4371,Male,71.1644057925392
2250,Male,70.4896205409174
130,Male,67.4921929772739
2824,Male,72.7445445618532
8043,Female,64.9162089961892
9208,Female,60.9019630769076
9046,Female,64.9463164921449
9451,Female,63.5588191470243
582,Male,69.7701509519637
7361,Female,57.1125394233587
5018,Female,61.7350902197
8744,Female,64.1370445748482
5673,Female,65.0563251192091
445,Male,71.4333758216347
6560,Female,66.0347472144724
7773,Female,67.3115988925796
9292,Female,62.2349388377587
225,Male,70.2249233263794
3824,Male,71.4488814701957
3129,Male,70.0371582171478
7703,Female,60.9531566323166
8315,Female,62.1266548302817
3262,Male,72.7362929932649
4687,Male,70.2327259474281
8725,Female,66.3094238826261
4217,Male,66.171479665222
9497,Female,60.3275095365089
8750,Female,62.7190871002672
7731,Female,61.9875304734353
9153,Female,64.1796298759773
423,Male,70.6157439783607
7604,Female,66.228131947261
3308,Male,68.194200258067
7822,Female,65.371089546192
1802,Male,71.7657992928584
9764,Female,63.684280276189
4559,Male,66.3746183608329
6698,Female,66.3828699734191
3108,Male,69.8614390783957
6965,Female,65.7343489284889
5972,Female,63.5004535296126
8930,Female,62.3737499685612
2307,Male,66.408718905892
4310,Male,67.7685968800007
7847,Female,60.6236351181435
8557,Female,67.5906368296672
4904,Male,65.3991820948526
346,Male,71.4190496341516
2395,Male,70.839116270156
1612,Male,67.6508442095371
4861,Male,72.7258065631587
309,Male,67.7007881137183
6612,Female,63.9514165896779
4001,Male,72.7834260157113
6705,Female,64.2168207729234
4887,Male,65.5200757970214
8353,Female,64.0722520631115
1717,Male,69.3382979522991
5615,Female,63.7804505357159
6166,Female,66.0766818709977
8381,Female,66.4131559385162
9901,Female,65.9433193822939
477,Male,67.4597153131659
6301,Female,60.673430810886
4651,Male,68.5257336631355
5027,Female,62.7392809291012
2447,Male,68.4231670839035
2767,Male,67.7665131591181
7258,Female,62.6572940335873
7268,Female,65.2848633008434
7676,Female,64.3417048328623
2036,Male,71.5318020235873
8431,Female,64.5895008241428
4686,Male,71.3296991041762
9876,Female,68.974237695907
2715,Male,67.1931713444248
9245,Female,60.8782407546953
2199,Male,63.3993496538682
8197,Female,64.942545331931
4186,Male,68.5168794396837
1189,Male,68.2566445960853
5281,Female,61.6599217548307
620,Male,65.8927525257603
2844,Male,69.427611657233
5034,Female,63.9399727739834
5419,Female,66.4188654356773
4117,Male,65.8089913681022
6174,Female,65.2424430570022
6679,Female,62.2335982938096
2322,Male,69.4892466712537
6452,Female,64.0828652967109
8269,Female,66.6922974884749
9161,Female,63.6494987333151
339,Male,64.732287155256
9447,Female,66.2125364010507
253,Male,71.5484957096636
5294,Female,67.151191453272
856,Male,73.7579982986776
2225,Male,70.2227782355916
7273,Female,61.8113882295903
2424,Male,67.578739260442
7833,Female,67.7144808195324
8148,Female,63.7322395071576
7722,Female,63.9902528989022
9731,Female,63.8014841524303
3809,Male,66.3833199961678
3719,Male,71.856628833364
1586,Male,66.2761384092256
5795,Female,61.9842298634471
3396,Male,65.542514323846
1891,Male,68.7920508077479
6120,Female,62.3157520666132
2742,Male,68.4594298086293
6579,Female,62.9433573974615
2080,Male,70.4144581915074
3829,Male,72.7580540391032
6450,Female,62.2492144489699
687,Male,70.4521407449342
4646,Male,69.1634530739506
3377,Male,72.3505008750601
7262,Female,57.0726562519626
2093,Male,66.2290956339519
1941,Male,68.7928775408471
4282,Male,64.8150085176793
4788,Male,70.6889433329694
4228,Male,69.9892052553004
1872,Male,69.4608263244162
4631,Male,67.7223203245706
8483,Female,69.1800813101138
7198,Female,62.8234429951876
2343,Male,64.8463013698296
3265,Male,61.3285017825521
1687,Male,73.7487510165311
2241,Male,64.7216222191692
9715,Female,66.8423667997649
1219,Male,69.4199123426469
983,Male,73.7167427530004
9977,Female,64.494837574551
1000,Male,66.4241871307394
6356,Female,63.0362941884185
4464,Male,71.66933582106
4586,Male,69.0888645946349
8143,Female,63.2851068369893
8026,Female,64.6990582263625
4443,Male,65.2859132174667
1959,Male,73.4912049380059
7177,Female,63.4768957086912
8612,Female,66.7766035351065
125,Male,70.9086530626676
143,Male,67.4321202146878
6517,Female,62.0483185693854
5590,Female,65.8175965051632
1229,Male,67.7782298018313
4202,Male,71.4643326881547
2248,Male,74.8803080235834
4226,Male,68.5507144535643
5228,Female,58.0615529715125
2423,Male,67.2907755320768
3698,Male,69.2378319798358
1491,Male,69.726859733262
4071,Male,67.9644693970273
1655,Male,68.8610815030965
2329,Male,70.3998742879326
4355,Male,74.0407798950764
2808,Male,69.6934080122532
1066,Male,66.6953092197976
8152,Female,63.585207215854
5759,Female,62.8140534616654
1678,Male,66.2670564801136
9407,Female,66.064742610184
514,Male,71.7290604846774
9829,Female,64.9910502875757
10,Male,71.1953822829745
8406,Female,64.7905511164064
4207,Male,67.6811164490451
8837,Female,62.851894526663
5460,Female,64.3178639340617
2570,Male,72.6885141118863
8313,Female,61.8370968244941
5783,Female,63.4029164816637
724,Male,71.3914644848076
9486,Female,59.9130709886747
7372,Female,59.6056316088103
9702,Female,68.2810532421262
338,Male,69.0197361098685
2748,Male,71.6178240738735
5255,Female,63.6004800623691
7051,Female,62.0929152465116
3552,Male,69.1295121196834
3644,Male,74.6045913696159
8326,Female,64.7005698105255
2280,Male,73.487295469423
8394,Female,63.6921566091057
7026,Female,64.962069048165
2549,Male,72.088106511736
3986,Male,70.8816195863934
5896,Female,64.7154646660173
2693,Male,67.0875518839637
6434,Female,64.0435875096738
6212,Female,63.7274692550505
5476,Female,68.3067631381034
8020,Female,62.6054044493198
4792,Male,65.3159988232662
9182,Female,64.777414193792
9804,Female,62.8945987905138
9023,Female,58.906377626485
5819,Female,62.8032334146675
5852,Female,65.6426217600759
7768,Female,62.1807795078549
292,Male,69.334197785954
723,Male,70.6987899471723
4961,Male,69.8284492616355
8922,Female,67.3651186782218
8490,Female,66.2277923164394
7342,Female,67.9990993625186
8216,Female,63.9470891052939
1875,Male,69.1376833523533
1125,Male,70.2806922973296
9159,Female,60.8354994354359
400,Male,69.9709036159667
4165,Male,65.6826550678392
3185,Male,68.7436471208239
7186,Female,63.5008257602947
3352,Male,69.1705613879918
6555,Female,59.7181011502269
3793,Male,69.4340291402995
3142,Male,74.2441239982815
8870,Female,65.3252084798592
8742,Female,61.2018091899706
1027,Male,65.939647420795
768,Male,69.553614036104
9458,Female,65.737290753818
1381,Male,66.975152007659
5996,Female,62.1000960989526
9415,Female,63.360509749283
619,Male,73.6661887960567
9006,Female,59.6676520897522
7610,Female,58.9721238299542
3272,Male,70.34761712038
1930,Male,65.9228221623512
6033,Female,64.5289979382754
7133,Female,65.7285801912972
3858,Male,69.078706734852
1388,Male,67.2940178575846
536,Male,74.3880124251986
8665,Female,69.3050073770746
4699,Male,69.064130558356
4558,Male,68.5919540264725
3687,Male,72.535578705148
8439,Female,66.5597964055882
6523,Female,67.0312170911189
9489,Female,60.0116497291324
2878,Male,65.5139065810319
6129,Female,59.3077871493332
4197,Male,69.351832242262
6824,Female,59.9976945996976
825,Male,67.0348505611985
6439,Female,66.1276368951701
9384,Female,63.6585048740946
6359,Female,58.19008891566
9742,Female,66.5824091227795
9364,Female,60.3038414384198
6502,Female,62.8356806595155
2870,Male,68.7218244822965
5527,Female,63.5510697224229
9380,Female,62.4010665258005
5275,Female,63.3060862385002
8341,Female,66.9239917963286
3226,Male,70.229470039308
667,Male,68.368603321184
9504,Female,65.6209985093952
6388,Female,64.0548106472709
757,Male,66.621681831888
3677,Male,65.9270721025651
2970,Male,68.3606064047014
1857,Male,71.6138860543854
6268,Female,60.1298674461234
9360,Female,61.9122540809676
8981,Female,62.6441344678287
5435,Female,61.4562621266792
3669,Male,77.0083360356505
8869,Female,66.3556474902455
208,Male,70.9665504363426
9039,Female,66.8788923144829
2821,Male,69.4398604703421
3388,Male,66.7172738026057
555,Male,70.4670788540361
561,Male,71.4692208023458
7496,Female,62.3560032096035
5575,Female,62.1097570425215
1270,Male,68.2563559898149
6050,Female,59.4974060191257
592,Male,67.7372513405283
1903,Male,68.6949893379098
1723,Male,68.4961334362529
5127,Female,66.6645901535482
3893,Male,67.6984505178563
791,Male,72.1426926653778
1243,Male,62.0638358387075
7961,Female,67.2367795241886
3611,Male,68.9612163361526
1610,Male,76.6175459376512
7520,Female,65.5914099010075
9873,Female,63.7071738295406
7630,Female,61.967955845218
8732,Female,70.8175378934773
9704,Female,67.4137501280062
6704,Female,63.5937091500711
9811,Female,63.8055284133837
9446,Female,60.560412870538
6548,Female,63.5528924997549
2381,Male,69.3298515857457
2207,Male,71.7953186765601
7746,Female,60.783286619805
3792,Male,63.6174896345623
5544,Female,61.0085441877015
9601,Female,61.9972800902839
1880,Male,64.0316883935576
2989,Male,63.7640494873022
2539,Male,70.4890526389897
7173,Female,65.4502630634137
789,Male,73.1411550985637
4354,Male,68.5660918222243
3826,Male,71.8525372580339
6164,Female,67.690562078224
3979,Male,67.479777540048
2001,Male,67.2477025852977
6589,Female,62.718076536375
4804,Male,63.1756549936294
1950,Male,62.2734014792637
1499,Male,68.8754238308693
4148,Male,71.1061963061444
8943,Female,63.2927122803859
1733,Male,71.0890956635457
4938,Male,67.0138284235961
5841,Female,61.8936565184405
4785,Male,70.5188417210663
778,Male,66.3342814592302
3810,Male,66.801285882628
8061,Female,65.1183396137937
5900,Female,60.9495616747468
647,Male,67.260103577221
3891,Male,69.6748184754065
6267,Female,61.7645690001265
5758,Female,67.3824748767537
2464,Male,70.8468214026945
9121,Female,60.5864467479508
3379,Male,72.3236985302843
4392,Male,69.9440797901785
2267,Male,70.3246996352912
7358,Female,67.6798718630526
3684,Male,66.9662680128975
780,Male,67.7174274900004
5013,Female,58.8958863500041
1003,Male,67.8053118990619
7014,Female,60.396830471111
5106,Female,60.030610123321
5741,Female,67.4643693664088
1553,Male,68.515999087264
5874,Female,65.6783060394966
5994,Female,61.3992063189541
376,Male,67.2472352041876
8897,Female,64.1946129638604
8374,Female,65.3944975208545
3065,Male,70.7174393828663
717,Male,63.618717286078
7373,Female,65.499346929538
4950,Male,68.7372207368562
611,Male,66.39319244743
4365,Male,67.4972703606998
224,Male,69.1735769192432
8761,Female,61.5944509357384
1271,Male,69.4457147757344
809,Male,69.5714302095419
2752,Male,70.2811622513829
9751,Female,65.9083497480437
9184,Female,60.6268627337497
6652,Female,62.0733897954425
8162,Female,60.4664773263
2337,Male,69.576571845724
6413,Female,60.9720209774758
5149,Female,63.8260384360516
1278,Male,70.582610325899
2850,Male,70.5694550880664
1916,Male,73.6083646890028
888,Male,67.7876938262705
8591,Female,67.0877693447369
7598,Female,65.8652442036665
8427,Female,59.5336429964067
6931,Female,67.5524040763352
